date,country,region,disease,risk_score,prediction,shap_Growth Rate,shap_AI Anomaly Signal,shap_Disease Severity,shap_Healthcare Access Risk,shap_Case Volume,top_factor,top_factor_value,second_factor
2024-12-29,Senegal,Tambacounda,Meningitis,48.5,48.45965010025728,4.984,9.361,5.2,-0.816,0.131,AI Anomaly Signal,9.361,Disease Severity
2023-04-05,Senegal,Tambacounda,Mpox,44.8,44.84665010025728,0.262,12.961,3.2,-0.816,-0.36,AI Anomaly Signal,12.961,Disease Severity
2023-04-20,Senegal,Tambacounda,Mpox,44.7,44.69665010025728,0.262,12.811,3.2,-0.816,-0.36,AI Anomaly Signal,12.811,Disease Severity
2023-06-04,Senegal,Tambacounda,Mpox,49.2,49.21765010025727,1.929,15.661,3.2,-0.816,-0.356,AI Anomaly Signal,15.661,Disease Severity
2023-06-05,Senegal,Tambacounda,Mpox,47.1,47.091650100257276,4.428,11.036,3.2,-0.816,-0.356,AI Anomaly Signal,11.036,Growth Rate
2023-08-30,Senegal,Tambacounda,Mpox,50.1,50.05665010025728,3.318,15.111,3.2,-0.816,-0.356,AI Anomaly Signal,15.111,Growth Rate
2023-08-31,Senegal,Tambacounda,Mpox,55.7,55.695650100257275,9.151,14.911,3.2,-0.816,-0.35,AI Anomaly Signal,14.911,Growth Rate
2024-03-08,Senegal,Tambacounda,Mpox,45.4,45.371650100257284,0.262,13.486,3.2,-0.816,-0.36,AI Anomaly Signal,13.486,Disease Severity
2024-03-21,Senegal,Tambacounda,Mpox,52.2,52.21865010025728,3.074,17.511,3.2,-0.816,-0.35,AI Anomaly Signal,17.511,Disease Severity
2024-03-22,Senegal,Tambacounda,Mpox,55.8,55.83365010025728,10.262,13.936,3.2,-0.816,-0.348,AI Anomaly Signal,13.936,Growth Rate
2024-04-25,Senegal,Tambacounda,Mpox,47.5,47.45665010025728,2.345,13.486,3.2,-0.816,-0.358,AI Anomaly Signal,13.486,Disease Severity
2024-07-31,Senegal,Tambacounda,Mpox,54.6,54.633650100257285,5.262,17.736,3.2,-0.816,-0.348,AI Anomaly Signal,17.736,Growth Rate
2024-08-01,Senegal,Tambacounda,Mpox,57.2,57.20265010025727,11.929,13.636,3.2,-0.816,-0.346,AI Anomaly Signal,13.636,Growth Rate
2024-09-11,Senegal,Tambacounda,Mpox,47.1,47.05665010025728,1.095,14.336,3.2,-0.816,-0.358,AI Anomaly Signal,14.336,Disease Severity
2024-09-24,Senegal,Tambacounda,Mpox,47.2,47.23665010025728,-0.96,16.561,3.2,-0.816,-0.348,AI Anomaly Signal,16.561,Disease Severity
2024-09-25,Senegal,Tambacounda,Mpox,45.6,45.61465010025728,2.57,11.411,3.2,-0.816,-0.35,AI Anomaly Signal,11.411,Disease Severity
2024-11-08,Senegal,Tambacounda,Mpox,45.4,45.396650100257276,0.262,13.511,3.2,-0.816,-0.36,AI Anomaly Signal,13.511,Disease Severity
2024-12-06,Senegal,Tambacounda,Mpox,45.5,45.521650100257276,0.262,13.636,3.2,-0.816,-0.36,AI Anomaly Signal,13.636,Disease Severity
2023-01-26,Senegal,Tambacounda,Respiratory_Infections,40.2,40.17065010025728,0.974,15.386,-4.8,-0.816,-0.173,AI Anomaly Signal,15.386,Disease Severity
2023-02-28,Senegal,Tambacounda,Respiratory_Infections,43.6,43.649650100257276,2.164,17.586,-4.8,-0.816,-0.084,AI Anomaly Signal,17.586,Disease Severity
2023-05-25,Senegal,Tambacounda,Respiratory_Infections,35.5,35.54965010025728,-0.377,12.236,-4.8,-0.816,-0.293,AI Anomaly Signal,12.236,Disease Severity
2023-05-26,Senegal,Tambacounda,Respiratory_Infections,32.3,32.30865010025728,0.926,7.686,-4.8,-0.816,-0.287,AI Anomaly Signal,7.686,Disease Severity
2023-06-25,Senegal,Tambacounda,Respiratory_Infections,41.1,41.140650100257275,1.016,16.236,-4.8,-0.816,-0.095,AI Anomaly Signal,16.236,Disease Severity
2023-07-20,Senegal,Tambacounda,Respiratory_Infections,39.6,39.59965010025728,2.321,13.486,-4.8,-0.816,-0.191,AI Anomaly Signal,13.486,Disease Severity
2023-07-21,Senegal,Tambacounda,Respiratory_Infections,36.2,36.22065010025728,3.559,8.861,-4.8,-0.816,-0.183,AI Anomaly Signal,8.861,Disease Severity
2023-07-23,Senegal,Tambacounda,Respiratory_Infections,40.5,40.51965010025728,5.848,10.836,-4.8,-0.816,-0.148,AI Anomaly Signal,10.836,Growth Rate
2023-09-01,Senegal,Tambacounda,Respiratory_Infections,42.3,42.30965010025727,1.272,17.136,-4.8,-0.816,-0.082,AI Anomaly Signal,17.136,Disease Severity
2023-09-25,Senegal,Tambacounda,Respiratory_Infections,33.6,33.594650100257276,-0.595,10.436,-4.8,-0.816,-0.23,AI Anomaly Signal,10.436,Disease Severity
2023-11-07,Senegal,Tambacounda,Respiratory_Infections,39.1,39.06365010025728,0.969,14.386,-4.8,-0.816,-0.275,AI Anomaly Signal,14.386,Disease Severity
2023-11-08,Senegal,Tambacounda,Respiratory_Infections,39.4,39.40765010025728,3.5,12.161,-4.8,-0.816,-0.237,AI Anomaly Signal,12.161,Disease Severity
2023-12-15,Senegal,Tambacounda,Respiratory_Infections,31.3,31.32065010025728,-0.529,8.186,-4.8,-0.816,-0.32,AI Anomaly Signal,8.186,Disease Severity
2024-01-01,Senegal,Tambacounda,Respiratory_Infections,37.6,37.55965010025728,0.007,13.861,-4.8,-0.816,-0.292,AI Anomaly Signal,13.861,Disease Severity
2024-01-04,Senegal,Tambacounda,Respiratory_Infections,34.6,34.628650100257275,3.396,7.536,-4.8,-0.816,-0.287,AI Anomaly Signal,7.536,Disease Severity
2024-01-24,Senegal,Tambacounda,Respiratory_Infections,42.9,42.93065010025728,2.178,16.911,-4.8,-0.816,-0.142,AI Anomaly Signal,16.911,Disease Severity
2024-03-20,Senegal,Tambacounda,Respiratory_Infections,37.5,37.45165010025728,0.421,13.336,-4.8,-0.816,-0.289,AI Anomaly Signal,13.336,Disease Severity
2024-06-01,Senegal,Tambacounda,Respiratory_Infections,33.3,33.329650100257275,0.559,9.086,-4.8,-0.816,-0.299,AI Anomaly Signal,9.086,Disease Severity
2024-06-07,Senegal,Tambacounda,Respiratory_Infections,41.8,41.80365010025727,7.896,10.161,-4.8,-0.816,-0.237,AI Anomaly Signal,10.161,Growth Rate
2024-07-04,Senegal,Tambacounda,Respiratory_Infections,42.2,42.16965010025728,1.542,16.736,-4.8,-0.816,-0.092,AI Anomaly Signal,16.736,Disease Severity
2024-07-05,Senegal,Tambacounda,Respiratory_Infections,38.3,38.289650100257276,4.063,10.361,-4.8,-0.816,-0.118,AI Anomaly Signal,10.361,Disease Severity
2023-04-26,Senegal,Tambacounda,Tuberculosis,40.4,40.39565010025728,0.012,10.536,1.2,-0.816,-0.136,AI Anomaly Signal,10.536,Disease Severity
2023-11-04,Senegal,Tambacounda,Tuberculosis,47.7,47.69765010025728,1.049,16.661,1.2,-0.816,0.004,AI Anomaly Signal,16.661,Disease Severity
2023-11-06,Senegal,Tambacounda,Tuberculosis,47.9,47.94465010025728,3.347,14.511,1.2,-0.816,0.103,AI Anomaly Signal,14.511,Growth Rate
2023-12-06,Senegal,Tambacounda,Tuberculosis,45.3,45.31265010025728,0.778,14.636,1.2,-0.816,-0.085,AI Anomaly Signal,14.636,Disease Severity
2023-12-08,Senegal,Tambacounda,Tuberculosis,45.1,45.10165010025728,2.063,13.111,1.2,-0.816,-0.056,AI Anomaly Signal,13.111,Growth Rate
2024-02-06,Senegal,Tambacounda,Tuberculosis,45.3,45.28565010025728,0.307,15.036,1.2,-0.816,-0.041,AI Anomaly Signal,15.036,Disease Severity
2024-02-28,Senegal,Tambacounda,Tuberculosis,48.4,48.44665010025728,2.664,15.836,1.2,-0.816,-0.037,AI Anomaly Signal,15.836,Growth Rate
2024-04-10,Senegal,Tambacounda,Tuberculosis,46.2,46.237650100257284,0.831,15.461,1.2,-0.816,-0.038,AI Anomaly Signal,15.461,Disease Severity
2024-04-11,Senegal,Tambacounda,Tuberculosis,44.2,44.21565010025728,2.531,11.736,1.2,-0.816,-0.035,AI Anomaly Signal,11.736,Growth Rate
2024-09-11,Senegal,Tambacounda,Tuberculosis,48.0,47.99265010025728,0.498,17.536,1.2,-0.816,-0.025,AI Anomaly Signal,17.536,Disease Severity
2024-11-20,Senegal,Tambacounda,Tuberculosis,38.9,38.92965010025728,-0.147,9.261,1.2,-0.816,-0.168,AI Anomaly Signal,9.261,Disease Severity
2024-12-07,Senegal,Tambacounda,Tuberculosis,41.5,41.54465010025728,-0.093,11.761,1.2,-0.816,-0.107,AI Anomaly Signal,11.761,Disease Severity
2023-01-13,Senegal,Tambacounda,Typhoid,39.7,39.72165010025728,0.545,12.486,-1.8,-0.816,-0.293,AI Anomaly Signal,12.486,Disease Severity
2023-01-14,Senegal,Tambacounda,Typhoid,37.4,37.436650100257275,1.341,9.386,-1.8,-0.816,-0.274,AI Anomaly Signal,9.386,Disease Severity
2023-03-01,Senegal,Tambacounda,Typhoid,39.6,39.64165010025728,1.16,11.786,-1.8,-0.816,-0.288,AI Anomaly Signal,11.786,Disease Severity
2023-03-03,Senegal,Tambacounda,Typhoid,40.5,40.497650100257275,4.262,9.511,-1.8,-0.816,-0.259,AI Anomaly Signal,9.511,Growth Rate
2023-04-09,Senegal,Tambacounda,Typhoid,37.3,37.33865010025728,0.473,10.086,-1.8,-0.816,-0.204,AI Anomaly Signal,10.086,Disease Severity
2023-05-05,Senegal,Tambacounda,Typhoid,41.4,41.39165010025728,0.986,13.586,-1.8,-0.816,-0.164,AI Anomaly Signal,13.586,Disease Severity
2023-05-06,Senegal,Tambacounda,Typhoid,39.3,39.32865010025728,3.204,9.311,-1.8,-0.816,-0.17,AI Anomaly Signal,9.311,Growth Rate
2023-06-09,Senegal,Tambacounda,Typhoid,35.8,35.84965010025728,-2.562,11.661,-1.8,-0.816,-0.233,AI Anomaly Signal,11.661,Growth Rate
2023-07-13,Senegal,Tambacounda,Typhoid,41.1,41.08065010025727,1.343,13.036,-1.8,-0.816,-0.282,AI Anomaly Signal,13.036,Disease Severity
2023-07-24,Senegal,Tambacounda,Typhoid,36.6,36.55465010025728,-1.156,10.986,-1.8,-0.816,-0.259,AI Anomaly Signal,10.986,Disease Severity
2023-10-01,Senegal,Tambacounda,Typhoid,36.5,36.54765010025728,-0.882,10.736,-1.8,-0.816,-0.29,AI Anomaly Signal,10.736,Disease Severity
2023-10-03,Senegal,Tambacounda,Typhoid,39.3,39.29165010025727,3.518,9.036,-1.8,-0.816,-0.246,AI Anomaly Signal,9.036,Growth Rate
2023-11-28,Senegal,Tambacounda,Typhoid,45.0,44.976650100257274,2.467,15.611,-1.8,-0.816,-0.085,AI Anomaly Signal,15.611,Growth Rate
2023-11-29,Senegal,Tambacounda,Typhoid,40.8,40.845650100257274,4.26,9.711,-1.8,-0.816,-0.109,AI Anomaly Signal,9.711,Growth Rate
2023-12-01,Senegal,Tambacounda,Typhoid,49.9,49.86465010025728,9.692,13.136,-1.8,-0.816,0.053,AI Anomaly Signal,13.136,Growth Rate
2024-01-29,Senegal,Tambacounda,Typhoid,42.5,42.506650100257275,2.482,13.311,-1.8,-0.816,-0.27,AI Anomaly Signal,13.311,Growth Rate
2024-01-31,Senegal,Tambacounda,Typhoid,44.1,44.11565010025728,5.524,11.836,-1.8,-0.816,-0.228,AI Anomaly Signal,11.836,Growth Rate
2024-02-29,Senegal,Tambacounda,Typhoid,35.0,34.95965010025728,-0.038,8.336,-1.8,-0.816,-0.322,AI Anomaly Signal,8.336,Disease Severity
2024-03-01,Senegal,Tambacounda,Typhoid,38.9,38.93865010025728,1.402,10.836,-1.8,-0.816,-0.283,AI Anomaly Signal,10.836,Disease Severity
2024-03-02,Senegal,Tambacounda,Typhoid,39.1,39.07265010025728,3.699,8.661,-1.8,-0.816,-0.271,AI Anomaly Signal,8.661,Growth Rate
2024-08-12,Senegal,Tambacounda,Typhoid,41.0,40.99665010025728,0.093,14.186,-1.8,-0.816,-0.266,AI Anomaly Signal,14.186,Disease Severity
2024-10-01,Senegal,Tambacounda,Typhoid,42.2,42.21165010025727,1.085,14.411,-1.8,-0.816,-0.268,AI Anomaly Signal,14.411,Disease Severity
2024-10-29,Senegal,Tambacounda,Typhoid,46.3,46.283650100257276,1.705,17.636,-1.8,-0.816,-0.041,AI Anomaly Signal,17.636,Disease Severity
2024-11-24,Senegal,Tambacounda,Typhoid,45.8,45.79965010025728,2.225,16.661,-1.8,-0.816,-0.07,AI Anomaly Signal,16.661,Growth Rate
2024-12-18,Senegal,Tambacounda,Typhoid,47.1,47.13065010025728,2.537,17.636,-1.8,-0.816,-0.026,AI Anomaly Signal,17.636,Growth Rate
2024-12-19,Senegal,Tambacounda,Typhoid,45.4,45.36865010025728,5.78,12.636,-1.8,-0.816,-0.031,AI Anomaly Signal,12.636,Growth Rate
2023-01-25,Senegal,Thiès,Cholera,52.0,52.024650100257276,5.037,14.361,4.2,-0.816,-0.357,AI Anomaly Signal,14.361,Growth Rate
2023-01-26,Senegal,Thiès,Cholera,51.4,51.42565010025728,9.012,9.786,4.2,-0.816,-0.356,AI Anomaly Signal,9.786,Growth Rate
2023-01-27,Senegal,Thiès,Cholera,56.7,56.70265010025728,14.637,9.436,4.2,-0.816,-0.354,Growth Rate,14.637,AI Anomaly Signal
2023-03-01,Senegal,Thiès,Cholera,43.9,43.854650100257274,1.721,9.511,4.2,-0.816,-0.361,AI Anomaly Signal,9.511,Disease Severity
2023-03-16,Senegal,Thiès,Cholera,53.5,53.470650100257274,5.116,15.711,4.2,-0.816,-0.34,AI Anomaly Signal,15.711,Growth Rate
2023-03-18,Senegal,Thiès,Cholera,57.3,57.29565010025728,12.057,12.586,4.2,-0.816,-0.331,AI Anomaly Signal,12.586,Growth Rate
2023-09-13,Senegal,Thiès,Cholera,45.5,45.538650100257286,1.179,11.736,4.2,-0.816,-0.36,AI Anomaly Signal,11.736,Disease Severity
2023-10-01,Senegal,Thiès,Cholera,39.8,39.81565010025728,-0.743,7.936,4.2,-0.816,-0.361,AI Anomaly Signal,7.936,Disease Severity
2023-10-20,Senegal,Thiès,Cholera,45.6,45.56065010025728,0.994,11.936,4.2,-0.816,-0.353,AI Anomaly Signal,11.936,Disease Severity
2023-11-02,Senegal,Thiès,Cholera,48.6,48.58165010025728,-0.309,16.236,4.2,-0.816,-0.329,AI Anomaly Signal,16.236,Disease Severity
2023-11-03,Senegal,Thiès,Cholera,48.0,48.000650100257275,4.088,11.261,4.2,-0.816,-0.332,AI Anomaly Signal,11.261,Disease Severity
2023-12-13,Senegal,Thiès,Cholera,55.7,55.737650100257284,5.396,17.686,4.2,-0.816,-0.328,AI Anomaly Signal,17.686,Growth Rate
2023-12-15,Senegal,Thiès,Cholera,59.5,59.53765010025728,15.049,11.836,4.2,-0.816,-0.331,Growth Rate,15.049,AI Anomaly Signal
2024-02-29,Senegal,Thiès,Cholera,57.1,57.07465010025727,8.908,15.536,4.2,-0.816,-0.353,AI Anomaly Signal,15.536,Growth Rate
2024-03-01,Senegal,Thiès,Cholera,77.5,77.53965010025728,28.595,16.286,4.2,-0.816,-0.325,Growth Rate,28.595,AI Anomaly Signal
2024-03-02,Senegal,Thiès,Cholera,72.8,72.83565010025728,28.595,11.586,4.2,-0.816,-0.329,Growth Rate,28.595,AI Anomaly Signal
2024-04-17,Senegal,Thiès,Cholera,43.1,43.091650100257276,0.401,10.061,4.2,-0.816,-0.354,AI Anomaly Signal,10.061,Disease Severity
2024-05-02,Senegal,Thiès,Cholera,45.0,44.97865010025728,-0.619,12.961,4.2,-0.816,-0.347,AI Anomaly Signal,12.961,Disease Severity
2024-05-03,Senegal,Thiès,Cholera,43.7,43.74765010025728,1.999,9.111,4.2,-0.816,-0.346,AI Anomaly Signal,9.111,Disease Severity
2024-06-26,Senegal,Thiès,Cholera,45.7,45.68365010025728,1.373,11.686,4.2,-0.816,-0.359,AI Anomaly Signal,11.686,Disease Severity
2024-08-15,Senegal,Thiès,Cholera,49.6,49.595650100257274,2.734,14.236,4.2,-0.816,-0.358,AI Anomaly Signal,14.236,Disease Severity
2024-09-13,Senegal,Thiès,Cholera,48.4,48.40665010025728,2.044,13.736,4.2,-0.816,-0.357,AI Anomaly Signal,13.736,Disease Severity
2024-09-14,Senegal,Thiès,Cholera,51.5,51.542650100257276,8.503,10.411,4.2,-0.816,-0.355,AI Anomaly Signal,10.411,Growth Rate
2023-01-21,Senegal,Thiès,Dengue,41.3,41.317650100257275,-0.571,14.261,-0.8,-0.816,-0.356,AI Anomaly Signal,14.261,Healthcare Access Risk
2023-01-22,Senegal,Thiès,Dengue,37.9,37.85565010025728,1.793,8.436,-0.8,-0.816,-0.357,AI Anomaly Signal,8.436,Growth Rate
2023-01-23,Senegal,Thiès,Dengue,42.3,42.26965010025728,5.605,9.036,-0.8,-0.816,-0.355,AI Anomaly Signal,9.036,Growth Rate
2023-03-02,Senegal,Thiès,Dengue,43.2,43.15165010025728,1.815,13.711,-0.8,-0.816,-0.358,AI Anomaly Signal,13.711,Growth Rate
2023-05-30,Senegal,Thiès,Dengue,44.7,44.70565010025727,2.561,14.511,-0.8,-0.816,-0.35,AI Anomaly Signal,14.511,Growth Rate
2023-05-31,Senegal,Thiès,Dengue,46.6,46.558650100257275,7.286,11.636,-0.8,-0.816,-0.347,AI Anomaly Signal,11.636,Growth Rate
2023-06-16,Senegal,Thiès,Dengue,35.7,35.73865010025728,-0.571,8.686,-0.8,-0.816,-0.36,AI Anomaly Signal,8.686,Healthcare Access Risk
2023-06-17,Senegal,Thiès,Dengue,42.1,42.05765010025728,2.345,12.086,-0.8,-0.816,-0.357,AI Anomaly Signal,12.086,Growth Rate
2023-08-20,Senegal,Thiès,Dengue,42.3,42.34665010025728,1.762,12.961,-0.8,-0.816,-0.36,AI Anomaly Signal,12.961,Growth Rate
2023-10-06,Senegal,Thiès,Dengue,59.3,59.31365010025728,14.139,17.536,-0.8,-0.816,-0.345,AI Anomaly Signal,17.536,Growth Rate
2023-10-07,Senegal,Thiès,Dengue,68.5,68.46265010025728,27.762,13.061,-0.8,-0.816,-0.344,Growth Rate,27.762,AI Anomaly Signal
2023-12-12,Senegal,Thiès,Dengue,35.3,35.30765010025728,-0.678,8.361,-0.8,-0.816,-0.359,AI Anomaly Signal,8.361,Healthcare Access Risk
2024-01-03,Senegal,Thiès,Dengue,40.3,40.28765010025728,0.199,12.461,-0.8,-0.816,-0.356,AI Anomaly Signal,12.461,Healthcare Access Risk
2024-01-29,Senegal,Thiès,Dengue,49.6,49.59365010025728,6.356,15.611,-0.8,-0.816,-0.357,AI Anomaly Signal,15.611,Growth Rate
2024-01-30,Senegal,Thiès,Dengue,48.4,48.43765010025727,9.799,11.011,-0.8,-0.816,-0.356,AI Anomaly Signal,11.011,Growth Rate
2024-03-02,Senegal,Thiès,Dengue,38.8,38.844650100257276,1.885,9.336,-0.8,-0.816,-0.36,AI Anomaly Signal,9.336,Growth Rate
2024-03-29,Senegal,Thiès,Dengue,36.9,36.89865010025728,-0.389,9.661,-0.8,-0.816,-0.357,AI Anomaly Signal,9.661,Healthcare Access Risk
2024-04-09,Senegal,Thiès,Dengue,42.3,42.25765010025728,-0.164,14.786,-0.8,-0.816,-0.348,AI Anomaly Signal,14.786,Healthcare Access Risk
2024-10-01,Senegal,Thiès,Dengue,40.1,40.05465010025728,-0.105,12.536,-0.8,-0.816,-0.36,AI Anomaly Signal,12.536,Healthcare Access Risk
2024-10-15,Senegal,Thiès,Dengue,43.3,43.27265010025728,1.68,13.961,-0.8,-0.816,-0.352,AI Anomaly Signal,13.961,Growth Rate
2024-10-17,Senegal,Thiès,Dengue,41.6,41.63665010025728,3.467,10.536,-0.8,-0.816,-0.35,AI Anomaly Signal,10.536,Growth Rate
2024-10-18,Senegal,Thiès,Dengue,45.3,45.30265010025728,6.929,10.736,-0.8,-0.816,-0.346,AI Anomaly Signal,10.736,Growth Rate
2023-01-18,Senegal,Thiès,Diarrheal_Disease,39.0,38.95665010025728,0.589,13.686,-3.8,-0.816,-0.302,AI Anomaly Signal,13.686,Disease Severity
2023-01-19,Senegal,Thiès,Diarrheal_Disease,38.5,38.46565010025728,2.625,11.136,-3.8,-0.816,-0.279,AI Anomaly Signal,11.136,Disease Severity
2023-02-08,Senegal,Thiès,Diarrheal_Disease,35.0,35.02665010025728,-0.399,10.761,-3.8,-0.816,-0.319,AI Anomaly Signal,10.761,Disease Severity
2023-02-28,Senegal,Thiès,Diarrheal_Disease,41.5,41.540650100257274,1.968,14.886,-3.8,-0.816,-0.297,AI Anomaly Signal,14.886,Disease Severity
2023-03-01,Senegal,Thiès,Diarrheal_Disease,45.9,45.86465010025728,5.98,15.136,-3.8,-0.816,-0.235,AI Anomaly Signal,15.136,Growth Rate
2023-03-02,Senegal,Thiès,Diarrheal_Disease,48.0,48.024650100257276,10.164,13.086,-3.8,-0.816,-0.209,AI Anomaly Signal,13.086,Growth Rate
2023-04-02,Senegal,Thiès,Diarrheal_Disease,45.1,45.07165010025727,2.933,17.311,-3.8,-0.816,-0.156,AI Anomaly Signal,17.311,Disease Severity
2023-04-03,Senegal,Thiès,Diarrheal_Disease,44.9,44.86165010025728,6.841,13.161,-3.8,-0.816,-0.124,AI Anomaly Signal,13.161,Growth Rate
2023-08-27,Senegal,Thiès,Diarrheal_Disease,41.0,40.972650100257276,1.892,14.386,-3.8,-0.816,-0.289,AI Anomaly Signal,14.386,Disease Severity
2023-08-28,Senegal,Thiès,Diarrheal_Disease,42.8,42.76165010025728,6.224,11.811,-3.8,-0.816,-0.257,AI Anomaly Signal,11.811,Growth Rate
2023-10-01,Senegal,Thiès,Diarrheal_Disease,35.5,35.49265010025728,-0.77,11.586,-3.8,-0.816,-0.307,AI Anomaly Signal,11.586,Disease Severity
2023-12-21,Senegal,Thiès,Diarrheal_Disease,44.0,43.973650100257274,2.053,17.086,-3.8,-0.816,-0.149,AI Anomaly Signal,17.086,Disease Severity
2023-12-22,Senegal,Thiès,Diarrheal_Disease,41.2,41.228650100257276,3.999,12.411,-3.8,-0.816,-0.165,AI Anomaly Signal,12.411,Growth Rate
2023-12-23,Senegal,Thiès,Diarrheal_Disease,46.8,46.81565010025728,7.551,14.361,-3.8,-0.816,-0.08,AI Anomaly Signal,14.361,Growth Rate
2024-01-22,Senegal,Thiès,Diarrheal_Disease,36.2,36.21865010025728,0.766,10.786,-3.8,-0.816,-0.317,AI Anomaly Signal,10.786,Disease Severity
2024-01-23,Senegal,Thiès,Diarrheal_Disease,44.9,44.866650100257274,4.42,15.711,-3.8,-0.816,-0.248,AI Anomaly Signal,15.711,Growth Rate
2024-02-07,Senegal,Thiès,Diarrheal_Disease,34.2,34.20065010025728,-2.383,11.886,-3.8,-0.816,-0.286,AI Anomaly Signal,11.886,Disease Severity
2024-02-08,Senegal,Thiès,Diarrheal_Disease,35.7,35.65365010025728,-0.169,11.086,-3.8,-0.816,-0.247,AI Anomaly Signal,11.086,Disease Severity
2024-03-01,Senegal,Thiès,Diarrheal_Disease,35.5,35.53865010025728,-0.846,11.711,-3.8,-0.816,-0.31,AI Anomaly Signal,11.711,Disease Severity
2024-06-14,Senegal,Thiès,Diarrheal_Disease,40.5,40.47165010025728,1.403,14.386,-3.8,-0.816,-0.301,AI Anomaly Signal,14.386,Disease Severity
2024-07-28,Senegal,Thiès,Diarrheal_Disease,43.2,43.16865010025728,3.021,15.436,-3.8,-0.816,-0.272,AI Anomaly Signal,15.436,Disease Severity
2024-07-29,Senegal,Thiès,Diarrheal_Disease,41.1,41.08465010025728,5.797,10.561,-3.8,-0.816,-0.257,AI Anomaly Signal,10.561,Growth Rate
2024-07-30,Senegal,Thiès,Diarrheal_Disease,42.0,41.96865010025728,8.072,9.161,-3.8,-0.816,-0.248,AI Anomaly Signal,9.161,Growth Rate
2024-08-29,Senegal,Thiès,Diarrheal_Disease,41.6,41.594650100257276,1.587,15.311,-3.8,-0.816,-0.287,AI Anomaly Signal,15.311,Disease Severity
2024-09-22,Senegal,Thiès,Diarrheal_Disease,41.2,41.15765010025727,2.125,14.336,-3.8,-0.816,-0.287,AI Anomaly Signal,14.336,Disease Severity
2024-10-10,Senegal,Thiès,Diarrheal_Disease,42.8,42.79765010025727,2.122,15.886,-3.8,-0.816,-0.194,AI Anomaly Signal,15.886,Disease Severity
2024-10-12,Senegal,Thiès,Diarrheal_Disease,42.5,42.460650100257276,5.534,12.111,-3.8,-0.816,-0.168,AI Anomaly Signal,12.111,Growth Rate
2024-11-14,Senegal,Thiès,Diarrheal_Disease,39.1,39.07565010025728,1.268,13.061,-3.8,-0.816,-0.237,AI Anomaly Signal,13.061,Disease Severity
2023-01-19,Senegal,Thiès,Malaria,37.6,37.58065010025728,0.797,8.161,0.2,-0.816,-0.361,AI Anomaly Signal,8.161,Healthcare Access Risk
2023-01-20,Senegal,Thiès,Malaria,40.3,40.32265010025728,2.637,9.061,0.2,-0.816,-0.359,AI Anomaly Signal,9.061,Growth Rate
2023-02-23,Senegal,Thiès,Malaria,40.3,40.31565010025728,1.256,10.436,0.2,-0.816,-0.36,AI Anomaly Signal,10.436,Growth Rate
2023-03-01,Senegal,Thiès,Malaria,48.2,48.183650100257275,7.045,12.511,0.2,-0.816,-0.356,AI Anomaly Signal,12.511,Growth Rate
2023-04-04,Senegal,Thiès,Malaria,43.5,43.48465010025728,0.739,14.111,0.2,-0.816,-0.349,AI Anomaly Signal,14.111,Healthcare Access Risk
2023-04-29,Senegal,Thiès,Malaria,51.7,51.65765010025728,5.372,17.636,0.2,-0.816,-0.334,AI Anomaly Signal,17.636,Growth Rate
2023-05-28,Senegal,Thiès,Malaria,39.6,39.63065010025728,-0.088,11.086,0.2,-0.816,-0.351,AI Anomaly Signal,11.086,Healthcare Access Risk
2023-05-29,Senegal,Thiès,Malaria,42.2,42.204650100257275,2.206,11.361,0.2,-0.816,-0.346,AI Anomaly Signal,11.361,Growth Rate
2023-05-31,Senegal,Thiès,Malaria,44.7,44.68465010025728,6.509,9.536,0.2,-0.816,-0.344,AI Anomaly Signal,9.536,Growth Rate
2023-06-25,Senegal,Thiès,Malaria,44.3,44.33765010025728,3.775,11.936,0.2,-0.816,-0.357,AI Anomaly Signal,11.936,Growth Rate
2023-06-26,Senegal,Thiès,Malaria,43.3,43.26065010025728,5.922,8.711,0.2,-0.816,-0.356,AI Anomaly Signal,8.711,Growth Rate
2023-09-27,Senegal,Thiès,Malaria,46.4,46.362650100257284,2.673,15.061,0.2,-0.816,-0.355,AI Anomaly Signal,15.061,Growth Rate
2023-10-01,Senegal,Thiès,Malaria,51.4,51.40465010025728,12.562,10.211,0.2,-0.816,-0.352,Growth Rate,12.562,AI Anomaly Signal
2023-11-14,Senegal,Thiès,Malaria,35.8,35.84465010025728,-0.292,7.511,0.2,-0.816,-0.358,AI Anomaly Signal,7.511,Healthcare Access Risk
2023-12-10,Senegal,Thiès,Malaria,35.7,35.68765010025728,-0.599,7.661,0.2,-0.816,-0.358,AI Anomaly Signal,7.661,Healthcare Access Risk
2023-12-22,Senegal,Thiès,Malaria,44.1,44.07165010025727,0.776,14.661,0.2,-0.816,-0.349,AI Anomaly Signal,14.661,Healthcare Access Risk
2023-12-23,Senegal,Thiès,Malaria,41.8,41.81365010025728,2.543,10.636,0.2,-0.816,-0.349,AI Anomaly Signal,10.636,Growth Rate
2023-12-24,Senegal,Thiès,Malaria,45.6,45.561650100257275,5.762,11.161,0.2,-0.816,-0.345,AI Anomaly Signal,11.161,Growth Rate
2024-02-10,Senegal,Thiès,Malaria,35.1,35.07165010025728,-0.536,6.986,0.2,-0.816,-0.362,AI Anomaly Signal,6.986,Healthcare Access Risk
